날짜,일별_입도객수,데이터소스,비고
2019-08-16,42998,EASYOCR_ATTACH,
2019-08-17,44321,EASYOCR_EMBED,
2019-08-18,46432,EASYOCR_EMBED,
2019-08-19,47752,EASYOCR_EMBED,
2019-08-20,42406,EASYOCR_EMBED,
2019-08-21,43035,EASYOCR_ATTACH,
2019-08-22,44427,EASYOCR_ATTACH,
2019-08-23,44460,EASYOCR_EMBED,
2019-08-24,46834,EASYOCR_ATTACH,
2019-08-25,46169,EASYOCR_EMBED,
2019-08-26,47234,EASYOCR_ATTACH,
2019-08-27,43461,EASYOCR_EMBED,
2019-08-28,44705,EASYOCR_ATTACH,
2019-08-29,44249,EASYOCR_EMBED,
2019-08-30,43421,EASYOCR_EMBED,
2019-08-31,41297,EASYOCR_ATTACH,
2019-09-01,38051,EASYOCR_ATTACH,
2019-09-02,36865,EASYOCR_ATTACH,
2019-09-03,32745,EASYOCR_ATTACH,
2019-09-04,32981,EASYOCR_EMBED,
2019-09-05,32182,EASYOCR_ATTACH,
2019-09-06,19376,EASYOCR_ATTACH,
2019-09-07,13218,EASYOCR_EMBED,
2019-09-08,35460,EASYOCR_EMBED,
2019-09-09,30641,EASYOCR_EMBED,
2019-09-10,39387,EASYOCR_ATTACH,
2019-09-11,47473,EASYOCR_EMBED,
2019-09-12,53568,EASYOCR_EMBED,
2019-09-13,45579,EASYOCR_EMBED,
2019-09-14,43146,EASYOCR_EMBED,
2019-09-15,47024,EASYOCR_ATTACH,
2019-09-16,44868,EASYOCR_ATTACH,
2019-09-17,45866,EASYOCR_EMBED,
2019-09-18,45244,EASYOCR_EMBED,
2019-09-19,44700,EASYOCR_EMBED,
2019-09-20,39589,EASYOCR_ATTACH,
2019-09-21,32061,EASYOCR_EMBED,
2019-09-22,8032,EASYOCR_EMBED,
2019-09-23,51261,EASYOCR_EMBED,
2019-09-24,45688,EASYOCR_EMBED,
2019-09-25,45872,EASYOCR_ATTACH,
2019-09-26,45571,EASYOCR_EMBED,
2019-09-27,46025,EASYOCR_EMBED,
2019-09-28,46013,EASYOCR_ATTACH,
2019-09-29,45170,EASYOCR_EMBED,
2019-09-30,39957,EASYOCR_ATTACH,
2019-10-01,36904,EASYOCR_EMBED,
2019-10-02,13724,EASYOCR_ATTACH,
2019-10-03,52192,EASYOCR_EMBED,
2019-10-04,50723,EASYOCR_EMBED,
2019-10-05,45126,EASYOCR_EMBED,
2019-10-06,46040,EASYOCR_ATTACH,
2019-10-07,44501,EASYOCR_EMBED,
2019-10-08,45610,EASYOCR_EMBED,
2019-10-09,46936,EASYOCR_EMBED,
2019-10-10,43266,EASYOCR_ATTACH,
2019-10-11,45236,EASYOCR_ATTACH,
2019-10-12,45975,EASYOCR_EMBED,
2019-10-13,46245,EASYOCR_EMBED,
2019-10-14,50089,EASYOCR_ATTACH,
2019-10-15,49163,EASYOCR_EMBED,
2019-10-16,47610,EASYOCR_EMBED,
2019-10-17,47827,EASYOCR_EMBED,
2019-10-18,49177,EASYOCR_ATTACH,
2019-10-19,50245,EASYOCR_EMBED,
2019-10-20,46861,EASYOCR_ATTACH,
2019-10-21,49567,EASYOCR_EMBED,
2019-10-22,46957,EASYOCR_EMBED,
2019-10-23,49130,EASYOCR_EMBED,
2019-10-24,47865,EASYOCR_ATTACH,
2019-10-25,48076,EASYOCR_EMBED,
2019-10-26,49147,EASYOCR_EMBED,
2019-10-27,43693,EASYOCR_EMBED,
2019-10-28,45706,EASYOCR_EMBED,
2019-10-29,43083,EASYOCR_EMBED,
2019-10-30,42805,EASYOCR_EMBED,
2019-10-31,43979,EASYOCR_EMBED,
2019-11-01,47027,EASYOCR_EMBED,
2019-11-02,48695,EASYOCR_ATTACH,
2019-11-03,47999,EASYOCR_ATTACH,
2019-11-04,45989,EASYOCR_ATTACH,
2019-11-05,44015,EASYOCR_EMBED,
2019-11-06,43739,EASYOCR_EMBED,
2019-11-07,45552,EASYOCR_EMBED,
2019-11-08,47188,EASYOCR_ATTACH,
2019-11-09,49049,EASYOCR_ATTACH,
2019-11-10,44819,EASYOCR_EMBED,
2019-11-11,43425,EASYOCR_ATTACH,
2019-11-12,41499,EASYOCR_EMBED,
2019-11-13,44244,EASYOCR_EMBED,
2019-11-14,45396,EASYOCR_EMBED,
2019-11-15,46580,EASYOCR_EMBED,
2019-11-16,47289,EASYOCR_ATTACH,
2019-11-17,43881,EASYOCR_EMBED,
2019-11-18,41356,EASYOCR_EMBED,
2019-11-19,38980,EASYOCR_ATTACH,
2019-11-20,41868,EASYOCR_EMBED,
2019-11-21,45060,EASYOCR_ATTACH,
2019-11-22,45039,EASYOCR_EMBED,
2019-11-23,45427,EASYOCR_EMBED,
2019-11-24,42049,EASYOCR_EMBED,
2019-11-25,41175,EASYOCR_EMBED,
2019-11-26,38261,EASYOCR_ATTACH,
2019-11-27,38924,EASYOCR_EMBED,
2019-11-28,44149,EASYOCR_EMBED,
2019-11-29,42511,EASYOCR_ATTACH,
2019-11-30,41475,EASYOCR_EMBED,
2019-12-01,37869,EASYOCR_EMBED,
2019-12-02,36057,EASYOCR_ATTACH,
2019-12-03,33698,EASYOCR_EMBED,
2019-12-04,34580,EASYOCR_ATTACH,
2019-12-05,41197,EASYOCR_EMBED,
2019-12-06,41566,EASYOCR_EMBED,
2019-12-07,40670,EASYOCR_EMBED,
2019-12-08,40408,EASYOCR_EMBED,
2019-12-09,40325,EASYOCR_ATTACH,
2019-12-10,37236,EASYOCR_EMBED,
2019-12-11,37923,EASYOCR_EMBED,
2019-12-12,44999,EASYOCR_EMBED,
2019-12-13,43434,EASYOCR_ATTACH,
2019-12-14,43139,EASYOCR_EMBED,
2019-12-15,42021,EASYOCR_EMBED,
2019-12-16,42582,EASYOCR_EMBED,
2019-12-17,40247,EASYOCR_EMBED,
2019-12-18,40675,EASYOCR_EMBED,
2019-12-19,44149,EASYOCR_EMBED,
2019-12-20,42663,EASYOCR_EMBED,
2019-12-21,44887,EASYOCR_EMBED,
2019-12-22,44669,EASYOCR_EMBED,
2019-12-23,43388,EASYOCR_EMBED,
2019-12-24,42101,EASYOCR_ATTACH,
2019-12-25,42991,EASYOCR_EMBED,
2019-12-26,44509,EASYOCR_EMBED,
2019-12-27,45236,EASYOCR_EMBED,
2019-12-28,46068,EASYOCR_EMBED,
2019-12-29,45412,EASYOCR_EMBED,
2019-12-30,43271,EASYOCR_EMBED,
2019-12-31,42914,EASYOCR_EMBED,
2020-01-01,40867,EASYOCR_ATTACH,
2020-01-02,43543,EASYOCR_EMBED,
2020-01-03,39727,EASYOCR_ATTACH,
2020-01-04,40862,EASYOCR_ATTACH,
2020-01-05,42074,EASYOCR_ATTACH,
2020-01-06,42983,EASYOCR_EMBED,
2020-01-07,37845,EASYOCR_ATTACH,
2020-01-08,43589,EASYOCR_EMBED,
2020-01-09,44699,EASYOCR_EMBED,
2020-01-10,43834,EASYOCR_ATTACH,
2020-01-11,43991,EASYOCR_EMBED,
2020-01-12,43628,EASYOCR_EMBED,
2020-01-13,45428,EASYOCR_ATTACH,
2020-01-14,43944,EASYOCR_ATTACH,
2020-01-15,42295,EASYOCR_ATTACH,
2020-01-16,43230,EASYOCR_ATTACH,
2020-01-17,42145,EASYOCR_EMBED,
2020-01-18,41458,EASYOCR_ATTACH,
2020-01-19,37584,EASYOCR_ATTACH,
2020-01-20,35876,EASYOCR_EMBED,
2020-01-21,32569,EASYOCR_EMBED,
2020-01-22,39427,EASYOCR_EMBED,
2020-01-23,45677,EASYOCR_ATTACH,
2020-01-24,48362,EASYOCR_EMBED,
2020-01-25,40512,EASYOCR_EMBED,
2020-01-26,39788,EASYOCR_ATTACH,
2020-01-27,37509,EASYOCR_EMBED,
2020-01-28,37910,EASYOCR_EMBED,
2020-01-29,33497,EASYOCR_ATTACH,
2020-01-30,29342,EASYOCR_ATTACH,
2020-01-31,27574,EASYOCR_EMBED,
2020-02-01,25978,EASYOCR_EMBED,
2020-02-02,23685,EASYOCR_ATTACH,
2020-02-03,21075,EASYOCR_EMBED,
2020-02-04,18918,EASYOCR_ATTACH,
2020-02-05,17120,EASYOCR_EMBED,
2020-02-06,18464,EASYOCR_EMBED,
2020-02-07,20573,EASYOCR_EMBED,
2020-02-08,21615,EASYOCR_ATTACH,
2020-02-09,19935,EASYOCR_ATTACH,
2020-02-10,19980,EASYOCR_EMBED,
2020-02-11,19925,EASYOCR_ATTACH,
2020-02-12,19475,EASYOCR_EMBED,
2020-02-13,25202,EASYOCR_ATTACH,
2020-02-14,26843,EASYOCR_EMBED,
2020-02-15,28543,EASYOCR_EMBED,
2020-02-16,26889,EASYOCR_ATTACH,
2020-02-17,25744,EASYOCR_EMBED,
2020-02-18,27588,EASYOCR_EMBED,
2020-02-19,27870,EASYOCR_EMBED,
2020-02-20,30131,EASYOCR_EMBED,
2020-02-21,29137,EASYOCR_EMBED,
2020-02-22,24494,EASYOCR_EMBED,
2020-02-23,21121,EASYOCR_EMBED,
2020-02-24,16903,EASYOCR_ATTACH,
2020-02-25,15165,EASYOCR_EMBED,
2020-02-26,14329,EASYOCR_EMBED,
2020-02-27,13701,EASYOCR_EMBED,
2020-02-28,14172,EASYOCR_ATTACH,
2020-02-29,15175,EASYOCR_EMBED,
2020-03-01,13739,EASYOCR_EMBED,
2020-03-02,15898,EASYOCR_ATTACH,
2020-03-03,15668,EASYOCR_EMBED,
2020-03-04,14598,EASYOCR_EMBED,
2020-03-05,15949,EASYOCR_EMBED,
2020-03-06,17079,EASYOCR_EMBED,
2020-03-07,16208,EASYOCR_EMBED,
2020-03-08,13672,EASYOCR_EMBED,
2020-03-09,15371,EASYOCR_EMBED,
2020-03-10,15790,EASYOCR_ATTACH,
2020-03-11,17315,EASYOCR_EMBED,
2020-03-12,17718,EASYOCR_EMBED,
2020-03-13,17659,EASYOCR_ATTACH,
2020-03-14,16923,EASYOCR_EMBED,
2020-03-15,15934,EASYOCR_EMBED,
2020-03-16,16592,EASYOCR_EMBED,
2020-03-17,16948,EASYOCR_EMBED,
2020-03-18,16183,EASYOCR_EMBED,
2020-03-19,16447,EASYOCR_EMBED,
2020-03-20,17605,EASYOCR_EMBED,
2020-03-21,17574,EASYOCR_EMBED,
2020-03-22,16644,EASYOCR_ATTACH,
2020-03-23,16910,EASYOCR_EMBED,
2020-03-24,14927,EASYOCR_EMBED,
2020-03-25,13056,EASYOCR_EMBED,
2020-03-26,13043,EASYOCR_EMBED,
2020-03-27,14677,EASYOCR_EMBED,
2020-03-28,15108,EASYOCR_EMBED,
2020-03-29,13480,EASYOCR_EMBED,
2020-03-30,11727,EASYOCR_EMBED,
2020-03-31,11981,EASYOCR_EMBED,
2020-04-01,14703,EASYOCR_EMBED,
2020-04-02,15484,EASYOCR_EMBED,
2020-04-03,15251,EASYOCR_EMBED,
2020-04-04,14522,EASYOCR_EMBED,
2020-04-05,77604,EASYOCR_EMBED,
2020-04-06,12866,EASYOCR_EMBED,
2020-04-07,12393,EASYOCR_EMBED,
2020-04-08,12662,EASYOCR_EMBED,
2020-04-09,13368,EASYOCR_EMBED,
2020-04-10,15727,EASYOCR_EMBED,
2020-04-11,15731,EASYOCR_EMBED,
2020-04-12,14059,EASYOCR_EMBED,
2020-04-13,13979,EASYOCR_EMBED,
2020-04-14,14644,EASYOCR_EMBED,
2020-04-15,16745,EASYOCR_EMBED,
2020-04-16,14128,EASYOCR_EMBED,
2020-04-17,16388,EASYOCR_EMBED,
2020-04-18,15925,EASYOCR_EMBED,
2020-04-19,13627,EASYOCR_EMBED,
2020-04-20,16444,EASYOCR_EMBED,
2020-04-21,15587,EASYOCR_EMBED,
2020-04-22,16974,EASYOCR_EMBED,
2020-04-23,18389,EASYOCR_EMBED,
2020-04-24,22240,EASYOCR_EMBED,
2020-04-25,21937,EASYOCR_EMBED,
2020-04-26,22648,EASYOCR_EMBED,
2020-04-27,23711,EASYOCR_EMBED,
2020-04-28,26120,EASYOCR_EMBED,
2020-04-29,36587,EASYOCR_EMBED,
2020-04-30,46940,EASYOCR_EMBED,
2020-05-01,32586,EASYOCR_ATTACH,
2020-05-02,22689,EASYOCR_EMBED,
2020-05-03,20954,EASYOCR_EMBED,
2020-05-04,17334,EASYOCR_EMBED,
2020-05-05,19048,EASYOCR_EMBED,
2020-05-06,20538,EASYOCR_EMBED,
2020-05-07,20092,EASYOCR_EMBED,
2020-05-08,19023,EASYOCR_EMBED,
2020-05-09,20869,EASYOCR_EMBED,
2020-05-10,27053,EASYOCR_EMBED,
2020-05-11,25530,EASYOCR_EMBED,
2020-05-12,24304,EASYOCR_EMBED,
2020-05-13,21459,EASYOCR_EMBED,
2020-05-14,23327,EASYOCR_EMBED,
2020-05-15,22135,EASYOCR_EMBED,
2020-05-16,23009,EASYOCR_ATTACH,
2020-05-17,24394,EASYOCR_ATTACH,
2020-05-18,24007,EASYOCR_EMBED,
2020-05-19,24067,EASYOCR_EMBED,
2020-05-20,24699,EASYOCR_EMBED,
2020-05-21,29908,EASYOCR_EMBED,
2020-05-22,30708,EASYOCR_EMBED,
2020-05-23,27788,EASYOCR_EMBED,
2020-05-24,27631,EASYOCR_EMBED,
2020-05-25,26515,EASYOCR_EMBED,
2020-05-26,26193,EASYOCR_EMBED,
2020-05-27,24739,EASYOCR_ATTACH,
2020-05-28,28976,EASYOCR_EMBED,
2020-05-29,30449,EASYOCR_EMBED,
2020-05-30,29344,EASYOCR_EMBED,
2020-05-31,27532,EASYOCR_EMBED,
2020-06-01,26418,EASYOCR_ATTACH,
2020-06-02,24089,EASYOCR_EMBED,
2020-06-03,23883,EASYOCR_EMBED,
2020-06-04,29765,EASYOCR_EMBED,
2020-06-05,31368,EASYOCR_EMBED,
2020-06-06,37060,EASYOCR_EMBED,
2020-06-07,28464,EASYOCR_ATTACH,
2020-06-08,27225,EASYOCR_EMBED,
2020-06-09,23767,EASYOCR_EMBED,
2020-06-10,22378,EASYOCR_EMBED,
2020-06-11,27328,EASYOCR_ATTACH,
2020-06-12,28683,EASYOCR_EMBED,
2020-06-13,26737,EASYOCR_ATTACH,
2020-06-14,27864,EASYOCR_EMBED,
2020-06-15,26560,EASYOCR_EMBED,
2020-06-16,23708,EASYOCR_EMBED,
2020-06-17,25215,EASYOCR_ATTACH,
2020-06-18,31086,EASYOCR_EMBED,
2020-06-19,36743,EASYOCR_EMBED,
2020-06-20,35670,EASYOCR_EMBED,
2020-06-21,35649,EASYOCR_ATTACH,
2020-06-22,30968,EASYOCR_ATTACH,
2020-06-23,25871,EASYOCR_EMBED,
2020-06-24,25390,EASYOCR_EMBED,
2020-06-25,31720,EASYOCR_EMBED,
2020-06-26,35098,EASYOCR_EMBED,
2020-06-27,32977,EASYOCR_ATTACH,
2020-06-28,31086,EASYOCR_EMBED,
2020-06-29,25131,EASYOCR_EMBED,
2020-06-30,30067,EASYOCR_EMBED,
2020-07-01,32603,EASYOCR_EMBED,
2020-07-02,32466,EASYOCR_EMBED,
2020-07-03,33498,EASYOCR_EMBED,
2020-07-04,31452,EASYOCR_EMBED,
2020-07-05,31599,EASYOCR_ATTACH,
2020-07-06,30118,EASYOCR_ATTACH,
2020-07-07,29031,EASYOCR_EMBED,
2020-07-08,30101,EASYOCR_ATTACH,
2020-07-09,31487,EASYOCR_EMBED,
2020-07-10,31037,EASYOCR_EMBED,
2020-07-11,33036,EASYOCR_EMBED,
2020-07-12,34734,EASYOCR_ATTACH,
2020-07-13,32375,EASYOCR_EMBED,
2020-07-14,32390,EASYOCR_EMBED,
2020-07-15,34135,EASYOCR_EMBED,
2020-07-16,34604,EASYOCR_EMBED,
2020-07-17,33571,EASYOCR_ATTACH,
2020-07-18,31360,EASYOCR_ATTACH,
2020-07-19,32483,EASYOCR_ATTACH,
2020-07-20,31725,EASYOCR_EMBED,
2020-07-21,28679,EASYOCR_ATTACH,
2020-07-22,28918,EASYOCR_ATTACH,
2020-07-23,29369,EASYOCR_ATTACH,
2020-07-24,29877,EASYOCR_EMBED,
2020-07-25,31251,EASYOCR_ATTACH,
2020-07-26,29905,EASYOCR_ATTACH,
2020-07-27,26436,EASYOCR_EMBED,
2020-07-28,27884,EASYOCR_EMBED,
2020-07-29,34757,EASYOCR_EMBED,
2020-07-30,35346,EASYOCR_EMBED,
2020-07-31,42602,EASYOCR_EMBED,
2020-08-01,49541,EASYOCR_ATTACH,
2020-08-02,47401,EASYOCR_EMBED,
2020-08-03,43782,EASYOCR_EMBED,
2020-08-04,39921,EASYOCR_ATTACH,
2020-08-05,42249,EASYOCR_ATTACH,
2020-08-06,41299,EASYOCR_EMBED,
2020-08-07,42045,EASYOCR_EMBED,
2020-08-08,40526,EASYOCR_EMBED,
2020-08-09,41460,EASYOCR_ATTACH,
2020-08-10,31964,EASYOCR_ATTACH,
2020-08-11,38985,EASYOCR_EMBED,
2020-08-12,42300,EASYOCR_ATTACH,
2020-08-13,44640,EASYOCR_EMBED,
2020-08-14,47543,EASYOCR_ATTACH,
2020-08-15,49342,EASYOCR_ATTACH,
2020-08-16,43551,EASYOCR_EMBED,
2020-08-17,42563,EASYOCR_ATTACH,
2020-08-18,39006,EASYOCR_EMBED,
2020-08-19,39448,EASYOCR_ATTACH,
2020-08-20,37109,EASYOCR_ATTACH,
2020-08-21,36841,EASYOCR_EMBED,
2020-08-22,34098,EASYOCR_EMBED,
2020-08-23,35208,EASYOCR_EMBED,
2020-08-24,31646,EASYOCR_EMBED,
2020-08-25,23862,EASYOCR_ATTACH,
2020-08-26,47234,EASYOCR_ATTACH,
2020-08-27,29552,EASYOCR_EMBED,
2020-08-28,28749,EASYOCR_EMBED,
2020-08-29,24280,EASYOCR_ATTACH,
2020-08-30,22825,EASYOCR_ATTACH,
2020-08-31,21133,EASYOCR_EMBED,
2020-09-01,19094,EASYOCR_EMBED,
2020-09-02,36865,EASYOCR_EMBED,
2020-09-03,21348,EASYOCR_EMBED,
2020-09-04,22440,EASYOCR_EMBED,
2020-09-05,18082,EASYOCR_EMBED,
2020-09-06,14993,EASYOCR_EMBED,
2020-09-07,8460,EASYOCR_EMBED,
2020-09-08,24465,EASYOCR_EMBED,
2020-09-09,25435,EASYOCR_EMBED,
2020-09-10,26232,EASYOCR_EMBED,
2020-09-11,27390,EASYOCR_EMBED,
2020-09-12,26568,EASYOCR_EMBED,
2020-09-13,25837,EASYOCR_EMBED,
2020-09-14,24198,EASYOCR_ATTACH,
2020-09-15,22411,EASYOCR_EMBED,
2020-09-16,22373,EASYOCR_EMBED,
2020-09-17,25923,EASYOCR_EMBED,
2020-09-18,28111,EASYOCR_EMBED,
2020-09-19,27779,EASYOCR_ATTACH,
2020-09-20,26724,EASYOCR_ATTACH,
2020-09-21,25260,EASYOCR_EMBED,
2020-09-22,22326,EASYOCR_EMBED,
2020-09-23,23001,EASYOCR_EMBED,
2020-09-24,27075,EASYOCR_EMBED,
2020-09-25,25566,EASYOCR_EMBED,
2020-09-26,30349,EASYOCR_EMBED,
2020-09-27,28383,EASYOCR_EMBED,
2020-09-28,27477,EASYOCR_EMBED,
2020-09-29,34812,EASYOCR_EMBED,
2020-09-30,44632,EASYOCR_ATTACH,
2020-10-01,36793,EASYOCR_EMBED,
2020-10-02,29823,EASYOCR_EMBED,
2020-10-03,21057,EASYOCR_EMBED,
2020-10-04,27932,EASYOCR_EMBED,
2020-10-05,28344,EASYOCR_EMBED,
2020-10-06,26544,EASYOCR_EMBED,
2020-10-07,30289,EASYOCR_EMBED,
2020-10-08,39888,EASYOCR_EMBED,
2020-10-09,42933,EASYOCR_EMBED,
2020-10-10,27305,EASYOCR_EMBED,
2020-10-11,33311,EASYOCR_EMBED,
2020-10-12,31980,EASYOCR_EMBED,
2020-10-13,30925,EASYOCR_EMBED,
2020-10-14,32546,EASYOCR_EMBED,
2020-10-15,36278,EASYOCR_EMBED,
2020-10-16,38492,EASYOCR_EMBED,
2020-10-17,38084,EASYOCR_EMBED,
2020-10-18,38172,EASYOCR_EMBED,
2020-10-19,36525,EASYOCR_EMBED,
2020-10-20,34260,EASYOCR_EMBED,
2020-10-21,35087,EASYOCR_EMBED,
2020-10-22,38959,EASYOCR_EMBED,
2020-10-23,41250,EASYOCR_EMBED,
2020-10-24,40107,EASYOCR_EMBED,
2020-10-25,37676,EASYOCR_EMBED,
2020-10-26,35821,EASYOCR_EMBED,
2020-10-27,34189,EASYOCR_EMBED,
2020-10-28,34620,EASYOCR_EMBED,
2020-10-29,37755,EASYOCR_EMBED,
2020-10-30,40312,EASYOCR_EMBED,
2020-10-31,40334,EASYOCR_EMBED,
2020-11-01,39825,EASYOCR_EMBED,
2020-11-02,37725,EASYOCR_EMBED,
2020-11-03,35807,EASYOCR_EMBED,
2020-11-04,37856,EASYOCR_EMBED,
2020-11-05,41695,EASYOCR_EMBED,
2020-11-06,43212,EASYOCR_EMBED,
2020-11-07,43398,EASYOCR_EMBED,
2020-11-08,42630,EASYOCR_EMBED,
2020-11-09,40390,EASYOCR_EMBED,
2020-11-10,37599,EASYOCR_EMBED,
2020-11-11,40707,EASYOCR_EMBED,
2020-11-12,43679,EASYOCR_EMBED,
2020-11-13,45552,EASYOCR_EMBED,
2020-11-14,43762,EASYOCR_EMBED,
2020-11-15,43719,EASYOCR_EMBED,
2020-11-16,40811,EASYOCR_EMBED,
2020-11-17,36565,EASYOCR_EMBED,
2020-11-18,37600,EASYOCR_EMBED,
2020-11-19,39607,EASYOCR_EMBED,
2020-11-20,42022,EASYOCR_EMBED,
2020-11-21,39849,EASYOCR_EMBED,
2020-11-22,38339,EASYOCR_EMBED,
2020-11-23,36522,EASYOCR_EMBED,
2020-11-24,32581,EASYOCR_EMBED,
2020-11-25,33251,EASYOCR_EMBED,
2020-11-26,34466,EASYOCR_EMBED,
2020-11-27,31564,EASYOCR_EMBED,
2020-11-28,28242,EASYOCR_EMBED,
2020-11-29,26892,EASYOCR_EMBED,
2020-11-30,24719,EASYOCR_EMBED,
2020-12-01,23628,EASYOCR_EMBED,
2020-12-02,22826,EASYOCR_EMBED,
2020-12-03,25639,EASYOCR_EMBED,
2020-12-04,27056,EASYOCR_EMBED,
2020-12-05,25989,EASYOCR_EMBED,
2020-12-06,25590,EASYOCR_EMBED,
2020-12-07,23671,EASYOCR_EMBED,
2020-12-08,21436,EASYOCR_EMBED,
2020-12-09,21283,EASYOCR_EMBED,
2020-12-10,24566,EASYOCR_EMBED,
2020-12-11,26765,EASYOCR_EMBED,
2020-12-12,24459,EASYOCR_EMBED,
2020-12-13,23978,EASYOCR_EMBED,
2020-12-14,22345,EASYOCR_EMBED,
2020-12-15,19511,EASYOCR_EMBED,
2020-12-16,19798,EASYOCR_EMBED,
2020-12-17,21386,EASYOCR_EMBED,
2020-12-18,18400,EASYOCR_EMBED,
2020-12-19,16957,EASYOCR_EMBED,
2020-12-20,16756,EASYOCR_EMBED,
2020-12-21,16612,EASYOCR_EMBED,
2020-12-22,14902,EASYOCR_EMBED,
2020-12-23,17464,EASYOCR_EMBED,
2020-12-24,22008,EASYOCR_EMBED,
2020-12-25,19071,EASYOCR_EMBED,
2020-12-26,11431,EASYOCR_EMBED,
2020-12-27,14112,EASYOCR_EMBED,
2020-12-28,14201,EASYOCR_EMBED,
2020-12-29,13722,EASYOCR_EMBED,
2020-12-30,11712,EASYOCR_EMBED,
2020-12-31,21424,EASYOCR_EMBED,
2021-01-01,15356,EASYOCR_EMBED,
2021-01-02,9487,EASYOCR_EMBED,
2021-01-03,12205,EASYOCR_EMBED,
2021-01-04,11894,EASYOCR_EMBED,
2021-01-05,11004,EASYOCR_EMBED,
2021-01-06,11209,EASYOCR_EMBED,
2021-01-07,37845,EASYOCR_EMBED,
2021-01-08,43589,EASYOCR_EMBED,
2021-01-09,11535,EASYOCR_EMBED,
2021-01-10,12186,EASYOCR_EMBED,
2021-01-11,12910,EASYOCR_EMBED,
2021-01-12,13477,EASYOCR_EMBED,
2021-01-13,14323,EASYOCR_EMBED,
2021-01-14,15498,EASYOCR_EMBED,
2021-01-15,17985,EASYOCR_EMBED,
2021-01-16,16661,EASYOCR_EMBED,
2021-01-17,18051,EASYOCR_EMBED,
2021-01-18,16188,EASYOCR_EMBED,
2021-01-19,15828,EASYOCR_EMBED,
2021-01-20,16073,EASYOCR_EMBED,
2021-01-21,16638,EASYOCR_EMBED,
2021-01-22,19957,EASYOCR_EMBED,
2021-01-23,18664,EASYOCR_EMBED,
2021-01-24,20173,EASYOCR_EMBED,
2021-01-25,18466,EASYOCR_EMBED,
2021-01-26,17935,EASYOCR_ATTACH,
2021-01-27,18722,EASYOCR_EMBED,
2021-01-28,16890,EASYOCR_EMBED,
2021-01-29,23521,EASYOCR_EMBED,
2021-01-30,22573,EASYOCR_EMBED,
2021-01-31,20944,EASYOCR_EMBED,
2021-02-01,20230,EASYOCR_EMBED,
2021-02-02,19497,EASYOCR_EMBED,
2021-02-03,19762,EASYOCR_EMBED,
2021-02-04,21208,EASYOCR_EMBED,
2021-02-05,25027,EASYOCR_EMBED,
2021-02-06,23766,EASYOCR_EMBED,
2021-02-07,22872,EASYOCR_EMBED,
2021-02-08,20832,EASYOCR_EMBED,
2021-02-09,22179,EASYOCR_EMBED,
2021-02-10,31489,EASYOCR_EMBED,
2021-02-11,36326,EASYOCR_EMBED,
2021-02-12,28136,EASYOCR_EMBED,
2021-02-13,25135,EASYOCR_EMBED,
2021-02-14,32046,EASYOCR_EMBED,
2021-02-15,29696,EASYOCR_EMBED,
2021-02-16,26002,EASYOCR_EMBED,
2021-02-17,23260,EASYOCR_EMBED,
2021-02-18,27783,EASYOCR_EMBED,
2021-02-19,32132,EASYOCR_EMBED,
2021-02-20,30688,EASYOCR_EMBED,
2021-02-21,32806,EASYOCR_EMBED,
2021-02-22,30194,EASYOCR_EMBED,
2021-02-23,28443,EASYOCR_EMBED,
2021-02-24,28636,EASYOCR_EMBED,
2021-02-25,29029,EASYOCR_EMBED,
2021-02-26,33634,EASYOCR_EMBED,
2021-02-27,36130,EASYOCR_EMBED,
2021-02-28,26432,EASYOCR_EMBED,
2021-03-01,22317,EASYOCR_EMBED,
2021-03-02,22914,EASYOCR_EMBED,
2021-03-03,21029,EASYOCR_EMBED,
2021-03-04,22117,EASYOCR_EMBED,
2021-03-05,27696,EASYOCR_EMBED,
2021-03-06,26606,EASYOCR_EMBED,
2021-03-07,26302,EASYOCR_EMBED,
2021-03-08,26303,EASYOCR_EMBED,
2021-03-09,23294,EASYOCR_EMBED,
2021-03-10,23650,EASYOCR_EMBED,
2021-03-11,27020,EASYOCR_EMBED,
2021-03-12,32281,EASYOCR_EMBED,
2021-03-13,30870,EASYOCR_EMBED,
2021-03-14,29686,EASYOCR_EMBED,
2021-03-15,27566,EASYOCR_EMBED,
2021-03-16,24881,EASYOCR_EMBED,
2021-03-17,24842,EASYOCR_EMBED,
2021-03-18,29350,EASYOCR_EMBED,
2021-03-19,34675,EASYOCR_EMBED,
2021-03-20,32691,EASYOCR_EMBED,
2021-03-21,33870,EASYOCR_EMBED,
2021-03-22,32011,EASYOCR_EMBED,
2021-03-23,30517,EASYOCR_EMBED,
2021-03-24,31069,EASYOCR_EMBED,
2021-03-25,35620,EASYOCR_EMBED,
2021-03-26,35815,EASYOCR_EMBED,
2021-03-27,33683,EASYOCR_EMBED,
2021-03-28,31827,EASYOCR_EMBED,
2021-03-29,29532,EASYOCR_EMBED,
2021-03-30,26322,EASYOCR_EMBED,
2021-03-31,28383,EASYOCR_EMBED,
2021-04-01,35512,EASYOCR_EMBED,
2021-04-02,34421,EASYOCR_EMBED,
2021-04-03,32029,EASYOCR_EMBED,
2021-04-04,33789,EASYOCR_EMBED,
2021-04-05,34488,EASYOCR_EMBED,
2021-04-06,32492,EASYOCR_EMBED,
2021-04-07,34440,EASYOCR_EMBED,
2021-04-08,38910,EASYOCR_EMBED,
